event_date,event_timestamp,event_name,user_pseudo_id,ga_session_id,session_index,event_previous_timestamp,event_bundle_sequence_id,platform,app_version,device_os,country,state,city,traffic_source,traffic_medium,traffic_campaign,firebase_screen,firebase_screen_class,page_path,loan_product,customer_segment,employment_type,preapproved,offer_id,loan_amount_brl,installments,monthly_rate_pct,cet_pct,net_disbursed_brl,biometric_result,document_type,contract_id,error_code,support_channel,engagement_time_msec,is_conversion,activity
20260307,2026-03-07 21:16:41,login,user_109763,1152508036,5796,2026-03-07T21:16:34,3,IOS,7.43.0,iOS 18,BR,PR,Curitiba,push,push_notification,(not set),,,/login,credito_consignado,Servidor Publico,PUBLICO,1,of_631937,7000.0,48,2.29,2.92,6634.88,,,,,,6780,0,login
20260307,2026-03-07 21:16:47,screen_view,user_109763,1152508036,5796,2026-03-07T21:16:41,4,IOS,7.43.0,iOS 18,BR,PR,Curitiba,push,push_notification,(not set),credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Servidor Publico,PUBLICO,1,of_631937,7000.0,48,2.29,2.92,6634.88,,,,,,4626,0,credito_hub
20260307,2026-03-07 21:16:55,preapproved_offer_view,user_109763,1152508036,5796,2026-03-07T21:16:47,5,IOS,7.43.0,iOS 18,BR,PR,Curitiba,push,push_notification,(not set),,,/credito/consignado/oferta,credito_consignado,Servidor Publico,PUBLICO,1,of_631937,7000.0,48,2.29,2.92,6634.88,,,,,,8177,0,preapproved_offer_view
20260307,2026-03-07 21:17:02,offer_unavailable,user_109763,1152508036,5796,2026-03-07T21:16:55,6,IOS,7.43.0,iOS 18,BR,PR,Curitiba,push,push_notification,(not set),,,/credito/consignado/indisponivel,credito_consignado,Servidor Publico,PUBLICO,1,of_631937,7000.0,48,2.29,2.92,6634.88,,,,NOT_ELIGIBLE,,7442,0,offer_unavailable
20260315,2026-03-15 10:54:52,session_start,user_118192,1192112010,6500,,1,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),,,/session_start,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,,,8669,0,session_start
20260315,2026-03-15 10:54:54,screen_view,user_118192,1192112010,6500,2026-03-15T10:54:52,2,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),home,HomeActivity,/home,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,,,2288,0,home
20260315,2026-03-15 10:55:00,login,user_118192,1192112010,6500,2026-03-15T10:54:54,3,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),,,/login,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,,,6037,0,login
20260315,2026-03-15 10:55:03,screen_view,user_118192,1192112010,6500,2026-03-15T10:55:00,4,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,,,4235,0,credito_hub
20260315,2026-03-15 10:55:11,preapproved_offer_view,user_118192,1192112010,6500,2026-03-15T10:55:03,5,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),,,/credito/consignado/oferta,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,,,2351,0,preapproved_offer_view
20260315,2026-03-15 10:55:15,offer_unavailable,user_118192,1192112010,6500,2026-03-15T10:55:11,6,ANDROID,7.41.1,Android 14,BR,SP,São Paulo,in_app_banner,app_internal,(not set),,,/credito/consignado/indisponivel,credito_consignado,INSS,INSS,1,of_435541,30000.0,18,1.88,2.31,28533.85,,,,NOT_ELIGIBLE,,2567,0,offer_unavailable
20260329,2026-03-29 14:14:27,session_start,user_111095,1208379164,4904,,1,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),,,/session_start,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,,,6408,0,session_start
20260329,2026-03-29 14:14:30,screen_view,user_111095,1208379164,4904,2026-03-29T14:14:27,2,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),home,HomeActivity,/home,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,,,5599,0,home
20260329,2026-03-29 14:14:36,login,user_111095,1208379164,4904,2026-03-29T14:14:30,3,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),,,/login,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,,,9498,0,login
20260329,2026-03-29 14:14:39,screen_view,user_111095,1208379164,4904,2026-03-29T14:14:36,4,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,,,1653,0,credito_hub
20260329,2026-03-29 14:14:47,preapproved_offer_view,user_111095,1208379164,4904,2026-03-29T14:14:39,5,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),,,/credito/consignado/oferta,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,,,1144,0,preapproved_offer_view
20260329,2026-03-29 14:14:55,offer_unavailable,user_111095,1208379164,4904,2026-03-29T14:14:47,6,ANDROID,7.43.0,Android 14,BR,BA,Salvador,organic,organic,(not set),,,/credito/consignado/indisponivel,credito_consignado,Servidor Publico,PUBLICO,1,of_952293,20000.0,24,2.03,2.9,19710.2,,,,NOT_ELIGIBLE,,9715,0,offer_unavailable
20260305,2026-03-05 17:56:28,session_start,user_115379,1212891971,7554,,1,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,,,/session_start,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,,,6333,0,session_start
20260305,2026-03-05 17:56:32,screen_view,user_115379,1212891971,7554,2026-03-05T17:56:28,2,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,home,HomeActivity,/home,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,,,5463,0,home
20260305,2026-03-05 17:56:35,login,user_115379,1212891971,7554,2026-03-05T17:56:32,3,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,,,/login,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,,,7173,0,login
20260305,2026-03-05 17:56:41,screen_view,user_115379,1212891971,7554,2026-03-05T17:56:35,4,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,,,2678,0,credito_hub
20260305,2026-03-05 17:56:43,preapproved_offer_view,user_115379,1212891971,7554,2026-03-05T17:56:41,5,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,,,/credito/consignado/oferta,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,,,3389,0,preapproved_offer_view
20260305,2026-03-05 17:56:46,offer_unavailable,user_115379,1212891971,7554,2026-03-05T17:56:43,6,ANDROID,7.43.0,Android 14,BR,SP,São Paulo,organic,organic,retargeting_preaprovado,,,/credito/consignado/indisponivel,credito_consignado,Servidor Publico,PUBLICO,1,of_754958,30000.0,72,1.39,2.21,28929.74,,,,NOT_ELIGIBLE,,2495,0,offer_unavailable
20260306,2026-03-06 12:04:38,session_start,user_111907,1271718461,2129,,1,ANDROID,7.42.0,Android 14,BR,MG,Belo Horizonte,paid_search,cpc,retargeting_preaprovado,,,/session_start,credito_consignado,Servidor Publico,PUBLICO,1,of_348224,1000.0,18,2.09,2.91,923.21,,,,,,9136,0,session_start
20260306,2026-03-06 12:04:40,screen_view,user_111907,1271718461,2129,2026-03-06T12:04:38,2,ANDROID,7.42.0,Android 14,BR,MG,Belo Horizonte,paid_search,cpc,retargeting_preaprovado,home,HomeActivity,/home,credito_consignado,Servidor Publico,PUBLICO,1,of_348224,1000.0,18,2.09,2.91,923.21,,,,,,3807,0,home
20260306,2026-03-06 12:04:45,screen_view,user_111907,1271718461,2129,2026-03-06T12:04:40,3,ANDROID,7.42.0,Android 14,BR,MG,Belo Horizonte,paid_search,cpc,retargeting_preaprovado,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Servidor Publico,PUBLICO,1,of_348224,1000.0,18,2.09,2.91,923.21,,,,,,5578,0,credito_hub
20260306,2026-03-06 12:04:48,preapproved_offer_view,user_111907,1271718461,2129,2026-03-06T12:04:45,4,ANDROID,7.42.0,Android 14,BR,MG,Belo Horizonte,paid_search,cpc,retargeting_preaprovado,,,/credito/consignado/oferta,credito_consignado,Servidor Publico,PUBLICO,1,of_348224,1000.0,18,2.09,2.91,923.21,,,,,,8686,0,preapproved_offer_view
20260306,2026-03-06 12:04:53,offer_unavailable,user_111907,1271718461,2129,2026-03-06T12:04:48,5,ANDROID,7.42.0,Android 14,BR,MG,Belo Horizonte,paid_search,cpc,retargeting_preaprovado,,,/credito/consignado/indisponivel,credito_consignado,Servidor Publico,PUBLICO,1,of_348224,1000.0,18,2.09,2.91,923.21,,,,NOT_ELIGIBLE,,6445,0,offer_unavailable
20260329,2026-03-29 00:54:03,session_start,user_136168,1314733582,4523,,1,IOS,7.41.0,iOS 18,BR,BA,Salvador,paid_search,cpc,campanha_marco_consignado,,,/session_start,credito_consignado,INSS,INSS,1,of_895195,1000.0,24,1.52,1.99,985.35,,,,,,3466,0,session_start
20260329,2026-03-29 00:54:05,screen_view,user_136168,1314733582,4523,2026-03-29T00:54:03,2,IOS,7.41.0,iOS 18,BR,BA,Salvador,paid_search,cpc,campanha_marco_consignado,home,HomeActivity,/home,credito_consignado,INSS,INSS,1,of_895195,1000.0,24,1.52,1.99,985.35,,,,,,4703,0,home
20260329,2026-03-29 00:54:09,screen_view,user_136168,1314733582,4523,2026-03-29T00:54:05,3,IOS,7.41.0,iOS 18,BR,BA,Salvador,paid_search,cpc,campanha_marco_consignado,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,INSS,INSS,1,of_895195,1000.0,24,1.52,1.99,985.35,,,,,,6677,0,credito_hub
20260329,2026-03-29 00:54:12,preapproved_offer_view,user_136168,1314733582,4523,2026-03-29T00:54:09,4,IOS,7.41.0,iOS 18,BR,BA,Salvador,paid_search,cpc,campanha_marco_consignado,,,/credito/consignado/oferta,credito_consignado,INSS,INSS,1,of_895195,1000.0,24,1.52,1.99,985.35,,,,,,2944,0,preapproved_offer_view
20260329,2026-03-29 00:54:17,offer_unavailable,user_136168,1314733582,4523,2026-03-29T00:54:12,5,IOS,7.41.0,iOS 18,BR,BA,Salvador,paid_search,cpc,campanha_marco_consignado,,,/credito/consignado/indisponivel,credito_consignado,INSS,INSS,1,of_895195,1000.0,24,1.52,1.99,985.35,,,,NOT_ELIGIBLE,,1378,0,offer_unavailable
20260302,2026-03-02 23:21:35,session_start,user_129520,1363065230,9297,,1,IOS,7.43.0,iOS 18,BR,BA,Salvador,push,push_notification,always_on_credito,,,/session_start,credito_consignado,CLT Conveniado,CLT,1,of_962318,1000.0,48,2.05,2.45,987.81,,,,,,8541,0,session_start
20260302,2026-03-02 23:21:38,screen_view,user_129520,1363065230,9297,2026-03-02T23:21:35,2,IOS,7.43.0,iOS 18,BR,BA,Salvador,push,push_notification,always_on_credito,home,HomeActivity,/home,credito_consignado,CLT Conveniado,CLT,1,of_962318,1000.0,48,2.05,2.45,987.81,,,,,,5204,0,home
20260302,2026-03-02 23:21:40,screen_view,user_129520,1363065230,9297,2026-03-02T23:21:38,3,IOS,7.43.0,iOS 18,BR,BA,Salvador,push,push_notification,always_on_credito,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,CLT Conveniado,CLT,1,of_962318,1000.0,48,2.05,2.45,987.81,,,,,,1066,0,credito_hub
20260302,2026-03-02 23:21:48,preapproved_offer_view,user_129520,1363065230,9297,2026-03-02T23:21:40,4,IOS,7.43.0,iOS 18,BR,BA,Salvador,push,push_notification,always_on_credito,,,/credito/consignado/oferta,credito_consignado,CLT Conveniado,CLT,1,of_962318,1000.0,48,2.05,2.45,987.81,,,,,,4118,0,preapproved_offer_view
20260302,2026-03-02 23:21:50,offer_unavailable,user_129520,1363065230,9297,2026-03-02T23:21:48,5,IOS,7.43.0,iOS 18,BR,BA,Salvador,push,push_notification,always_on_credito,,,/credito/consignado/indisponivel,credito_consignado,CLT Conveniado,CLT,1,of_962318,1000.0,48,2.05,2.45,987.81,,,,NOT_ELIGIBLE,,4816,0,offer_unavailable
20260322,2026-03-22 23:44:56,session_start,user_128918,1368381509,9742,,1,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,,,/session_start,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,952,0,session_start
20260322,2026-03-22 23:44:58,screen_view,user_128918,1368381509,9742,2026-03-22T23:44:56,2,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,home,HomeActivity,/home,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,3496,0,home
20260322,2026-03-22 23:45:05,login,user_128918,1368381509,9742,2026-03-22T23:44:58,3,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,,,/login,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,3878,0,login
20260322,2026-03-22 23:45:09,screen_view,user_128918,1368381509,9742,2026-03-22T23:45:05,4,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,5097,0,credito_hub
20260322,2026-03-22 23:45:15,preapproved_offer_view,user_128918,1368381509,9742,2026-03-22T23:45:09,5,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,,,/credito/consignado/oferta,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,2361,0,preapproved_offer_view
20260322,2026-03-22 23:45:18,offer_unavailable,user_128918,1368381509,9742,2026-03-22T23:45:15,6,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,,,/credito/consignado/indisponivel,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,NOT_ELIGIBLE,,6850,0,offer_unavailable
20260322,2026-03-22 23:45:23,user_engagement,user_128918,1368381509,9742,2026-03-22T23:45:15,6,ANDROID,7.42.0,Android 14,BR,RJ,Rio de Janeiro,in_app_banner,app_internal,cross_sell_folha,,,/credito/consignado,credito_consignado,INSS,INSS,1,of_431191,30000.0,18,2.64,2.95,29561.83,,,,,,4915,0,user_engagement
20260323,2026-03-23 11:11:29,session_start,user_110589,1402067473,9262,,1,ANDROID,7.43.0,Android 14,BR,BA,Salvador,push,push_notification,cross_sell_folha,,,/session_start,credito_consignado,Servidor Publico,PUBLICO,1,of_814786,1000.0,18,1.6,2.26,984.79,,,,,,9272,0,session_start
20260323,2026-03-23 11:11:32,screen_view,user_110589,1402067473,9262,2026-03-23T11:11:29,2,ANDROID,7.43.0,Android 14,BR,BA,Salvador,push,push_notification,cross_sell_folha,home,HomeActivity,/home,credito_consignado,Servidor Publico,PUBLICO,1,of_814786,1000.0,18,1.6,2.26,984.79,,,,,,1701,0,home
20260323,2026-03-23 11:11:37,screen_view,user_110589,1402067473,9262,2026-03-23T11:11:32,3,ANDROID,7.43.0,Android 14,BR,BA,Salvador,push,push_notification,cross_sell_folha,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Servidor Publico,PUBLICO,1,of_814786,1000.0,18,1.6,2.26,984.79,,,,,,4587,0,credito_hub
20260323,2026-03-23 11:11:45,preapproved_offer_view,user_110589,1402067473,9262,2026-03-23T11:11:37,4,ANDROID,7.43.0,Android 14,BR,BA,Salvador,push,push_notification,cross_sell_folha,,,/credito/consignado/oferta,credito_consignado,Servidor Publico,PUBLICO,1,of_814786,1000.0,18,1.6,2.26,984.79,,,,,,9341,0,preapproved_offer_view
20260323,2026-03-23 11:11:51,offer_unavailable,user_110589,1402067473,9262,2026-03-23T11:11:45,5,ANDROID,7.43.0,Android 14,BR,BA,Salvador,push,push_notification,cross_sell_folha,,,/credito/consignado/indisponivel,credito_consignado,Servidor Publico,PUBLICO,1,of_814786,1000.0,18,1.6,2.26,984.79,,,,NOT_ELIGIBLE,,6823,0,offer_unavailable
20260401,2026-04-01 01:03:25,session_start,user_129765,1417474213,6738,,1,IOS,7.41.0,iOS 18,BR,BA,Salvador,direct,(none),cross_sell_folha,,,/session_start,credito_consignado,INSS,INSS,1,of_791110,7000.0,72,2.37,3.03,6642.5,,,,,,5249,0,session_start
20260401,2026-04-01 01:03:26,screen_view,user_129765,1417474213,6738,2026-04-01T01:03:25,2,IOS,7.41.0,iOS 18,BR,BA,Salvador,direct,(none),cross_sell_folha,home,HomeActivity,/home,credito_consignado,INSS,INSS,1,of_791110,7000.0,72,2.37,3.03,6642.5,,,,,,6168,0,home
20260401,2026-04-01 01:03:31,login,user_129765,1417474213,6738,2026-04-01T01:03:26,3,IOS,7.41.0,iOS 18,BR,BA,Salvador,direct,(none),cross_sell_folha,,,/login,credito_consignado,INSS,INSS,1,of_791110,7000.0,72,2.37,3.03,6642.5,,,,,,4833,0,login
20260401,2026-04-01 01:03:37,screen_view,user_129765,1417474213,6738,2026-04-01T01:03:31,4,IOS,7.41.0,iOS 18,BR,BA,Salvador,direct,(none),cross_sell_folha,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,INSS,INSS,1,of_791110,7000.0,72,2.37,3.03,6642.5,,,,,,4134,0,credito_hub
20260401,2026-04-01 01:03:44,preapproved_offer_view,user_129765,1417474213,6738,2026-04-01T01:03:37,5,IOS,7.41.0,iOS 18,BR,BA,Salvador,direct,(none),cross_sell_folha,,,/credito/consignado/oferta,credito_consignado,INSS,INSS,1,of_791110,7000.0,72,2.37,3.03,6642.5,,,,,,7728,0,preapproved_offer_view
